TransactionLineItemID,TransactionID,TransactionDate,TransactionTime,StoreID,StoreName,StoreLocation,StoreRegion,Latitude,Longitude,StoreType,EmployeeID,EmployeeFirstName,EmployeeLastName,ShiftType,CustomerID,CustomerFirstName,CustomerLastName,CustomerEmail,CustomerSinceDate,CustomerGender,CustomerAge,LoyaltyMemberID,LoyaltyStatus,PointsEarned,PointsBalance,IsRewardRedeemed,RewardType,ProductID,ProductName,ProductCategory,ProductSubCategory,OrderType,PaymentMethod,UnitPrice,Quantity,TotalLineItemPrice,DayOfWeek,Daypart
989,100267,06-08-2025,21:57:58,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP040,Joshua,Russell,Evening,CUS070,Anne,Mcdonald,mollybarrett@example.org,25-02-2024,F,59,LM070,Gold,21,711,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Mobile Order,Cash,3.5,3,10.5,Wednesday,Evening
990,100267,06-08-2025,21:57:58,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP040,Joshua,Russell,Afternoon,CUS070,Anne,Mcdonald,mollybarrett@example.org,25-02-2024,F,59,LM070,Gold,11,784,FALSE,NULL,P012,Bagel,Food,Pastry,Mobile Order,Cash,2.75,2,5.5,Wednesday,Evening
991,100268,04-03-2025,02:39:30,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Morning,CUS133,Charles,Thornton,davisshelley@example.com,04-06-2021,M,22,NULL,Non-Member,0,0,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Take-Out,Cash,4.25,2,8.5,Tuesday,Evening
992,100269,11-02-2025,05:20:03,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP029,Sarah,Chandler,Afternoon,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,LM011,Silver,7,182,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Drive-Thru,Cash,5.25,1,5.25,Tuesday,Morning
993,100269,11-02-2025,05:20:03,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP029,Sarah,Chandler,Morning,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,LM011,Gold,28,540,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Drive-Thru,Cash,4.75,3,14.25,Tuesday,Morning
994,100270,29-06-2025,13:22:32,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP029,Sarah,Chandler,Morning,CUS186,James,Brown,lopezlisa@example.com,14-04-2023,F,26,LM186,Bronze,10,1089,TRUE,50% Off,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Reward,5.25,2,10.5,Sunday,Afternoon
995,100270,29-06-2025,13:22:32,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP029,Sarah,Chandler,Afternoon,CUS186,James,Brown,lopezlisa@example.com,14-04-2023,F,26,LM186,Bronze,10,1077,TRUE,Free Beverage,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Reward,3.5,3,10.5,Sunday,Afternoon
996,100270,29-06-2025,13:22:32,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP029,Sarah,Chandler,Morning,CUS186,James,Brown,lopezlisa@example.com,14-04-2023,F,26,LM186,Silver,13,1227,TRUE,Free Beverage,P009,Coffee Cake,Food,Pastry,Dine-In,Reward,3,3,9,Sunday,Afternoon
997,100271,29-01-2025,00:29:36,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP014,David,Parks,Evening,CUS131,Jennifer,Monroe,rhondagarcia@example.org,05-02-2022,M,24,LM131,Bronze,5,1515,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Credit Card,5.25,1,5.25,Wednesday,Evening
998,100272,17-03-2025,16:43:21,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP040,Joshua,Russell,Afternoon,CUS049,Dylan,Evans,garzaashley@example.org,05-04-2024,F,48,LM049,Silver,4,471,TRUE,50% Off,P012,Bagel,Food,Pastry,Drive-Thru,Reward,2.75,1,2.75,Monday,Afternoon
999,100273,19-03-2025,17:56:10,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP013,Ashley,Benitez,Afternoon,CUS179,Lisa,Brown,mperry@example.net,23-05-2022,F,46,LM179,Gold,10,457,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Drive-Thru,Credit Card,5.25,1,5.25,Wednesday,Evening
1000,100274,27-07-2025,17:38:43,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP039,Paul,Rivera,Evening,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Bronze,12,1340,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Drive-Thru,Cash,4.25,3,12.75,Sunday,Evening
1001,100274,27-07-2025,17:38:43,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP039,Paul,Rivera,Evening,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Bronze,8,243,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Drive-Thru,Cash,4.25,2,8.5,Sunday,Evening
1002,100274,27-07-2025,17:38:43,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP039,Paul,Rivera,Afternoon,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Gold,21,944,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Drive-Thru,Cash,3.5,3,10.5,Sunday,Evening
1003,100274,27-07-2025,17:38:43,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP039,Paul,Rivera,Afternoon,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Bronze,12,1812,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Drive-Thru,Cash,4.25,3,12.75,Sunday,Evening
1004,100274,27-07-2025,17:38:43,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP039,Paul,Rivera,Morning,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Gold,17,1176,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Drive-Thru,Cash,4.25,2,8.5,Sunday,Evening
1005,100274,27-07-2025,17:38:43,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP039,Paul,Rivera,Evening,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Bronze,9,899,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Drive-Thru,Cash,4.5,2,9,Sunday,Evening
1006,100275,23-05-2025,13:00:09,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP014,David,Parks,Afternoon,CUS124,Ashley,Stevenson,ncox@example.com,19-01-2022,F,28,LM124,Silver,8,953,TRUE,Free Pastry,P011,Breakfast Sandwich,Food,Sandwich,Mobile Order,Reward,5.5,1,5.5,Friday,Afternoon
1007,100275,23-05-2025,13:00:09,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP014,David,Parks,Morning,CUS124,Ashley,Stevenson,ncox@example.com,19-01-2022,F,28,LM124,Bronze,3,1712,TRUE,Free Beverage,P009,Coffee Cake,Food,Pastry,Mobile Order,Reward,3,1,3,Friday,Afternoon
1008,100276,16-02-2025,13:33:14,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP015,Allen,Le,Morning,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,LM191,Silver,16,1682,TRUE,Free Beverage,P011,Breakfast Sandwich,Food,Sandwich,Mobile Order,Reward,5.5,2,11,Sunday,Afternoon
1009,100277,12-05-2025,16:23:30,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP001,Benjamin,Barker,Evening,CUS157,Eric,Crane,shelbylang@example.com,06-08-2023,F,25,LM157,Silver,13,1755,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Mobile Order,Mobile Payment,3,3,9,Monday,Afternoon
1010,100277,12-05-2025,16:23:30,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP001,Benjamin,Barker,Morning,CUS157,Eric,Crane,shelbylang@example.com,06-08-2023,F,25,LM157,Silver,16,745,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Mobile Order,Mobile Payment,5.5,2,11,Monday,Afternoon
1011,100277,12-05-2025,16:23:30,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP001,Benjamin,Barker,Morning,CUS157,Eric,Crane,shelbylang@example.com,06-08-2023,F,25,LM157,Silver,18,478,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Mobile Order,Mobile Payment,4,3,12,Monday,Afternoon
1012,100277,12-05-2025,16:23:30,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP001,Benjamin,Barker,Morning,CUS157,Eric,Crane,shelbylang@example.com,06-08-2023,F,25,LM157,Gold,33,139,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Mobile Order,Mobile Payment,5.5,3,16.5,Monday,Afternoon
1013,100278,01-01-2025,16:20:10,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP028,Lisa,Smith,Morning,CUS200,Stephanie,Todd,sallen@example.com,16-06-2022,F,66,LM200,Gold,17,53,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Take-Out,Cash,4.25,2,8.5,Wednesday,Afternoon
1014,100279,17-11-2024,16:28:38,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP004,Ashley,Harmon,Evening,CUS115,Gilbert,Weaver,cynthia00@example.net,19-01-2021,M,57,LM115,Bronze,10,1458,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Credit Card,3.5,3,10.5,Sunday,Afternoon
1015,100279,17-11-2024,16:28:38,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP004,Ashley,Harmon,Afternoon,CUS115,Gilbert,Weaver,cynthia00@example.net,19-01-2021,M,57,LM115,Gold,21,1000,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Credit Card,3.5,3,10.5,Sunday,Afternoon
1016,100280,09-11-2024,13:27:23,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP038,James,Cannon,Morning,CUS012,Brittany,Wright,jasmine49@example.org,01-02-2024,M,40,LM012,Silver,24,1046,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Drive-Thru,Credit Card,5.5,3,16.5,Saturday,Afternoon
1017,100280,09-11-2024,13:27:23,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP038,James,Cannon,Afternoon,CUS012,Brittany,Wright,jasmine49@example.org,01-02-2024,M,40,LM012,Gold,19,1154,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Drive-Thru,Credit Card,4.75,2,9.5,Saturday,Afternoon
1018,100280,09-11-2024,13:27:23,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP038,James,Cannon,Afternoon,CUS012,Brittany,Wright,jasmine49@example.org,01-02-2024,M,40,LM012,Bronze,12,808,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Drive-Thru,Credit Card,4.25,3,12.75,Saturday,Afternoon
1019,100280,09-11-2024,13:27:23,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP038,James,Cannon,Evening,CUS012,Brittany,Wright,jasmine49@example.org,01-02-2024,M,40,LM012,Gold,17,643,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Drive-Thru,Credit Card,4.25,2,8.5,Saturday,Afternoon
1020,100280,09-11-2024,13:27:23,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP038,James,Cannon,Afternoon,CUS012,Brittany,Wright,jasmine49@example.org,01-02-2024,M,40,NULL,Non-Member,0,0,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Drive-Thru,Credit Card,5.25,3,15.75,Saturday,Afternoon
1021,100280,09-11-2024,13:27:23,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP038,James,Cannon,Morning,CUS012,Brittany,Wright,jasmine49@example.org,01-02-2024,M,40,LM012,Silver,4,1173,FALSE,NULL,P012,Bagel,Food,Pastry,Drive-Thru,Credit Card,2.75,1,2.75,Saturday,Afternoon
1022,100280,09-11-2024,13:27:23,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP038,James,Cannon,Morning,CUS012,Brittany,Wright,jasmine49@example.org,01-02-2024,M,40,LM012,Bronze,4,1084,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Drive-Thru,Credit Card,4.75,1,4.75,Saturday,Afternoon
1023,100280,09-11-2024,13:27:23,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP038,James,Cannon,Afternoon,CUS012,Brittany,Wright,jasmine49@example.org,01-02-2024,M,40,NULL,Non-Member,0,0,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Drive-Thru,Credit Card,4.5,3,13.5,Saturday,Afternoon
1024,100281,08-02-2025,10:07:24,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP030,Jo,Lee,Evening,CUS130,Douglas,Brown,oscar65@example.net,15-04-2023,M,36,LM130,Silver,8,156,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Take-Out,Credit Card,5.5,1,5.5,Saturday,Morning
1025,100282,11-10-2025,09:57:03,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP026,Victor,Anderson,Afternoon,CUS198,Ricky,Watts,ambersmith@example.net,08-06-2024,F,65,NULL,Non-Member,0,0,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Mobile Order,Credit Card,3.75,3,11.25,Saturday,Morning
1026,100282,11-10-2025,09:57:03,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP026,Victor,Anderson,Morning,CUS198,Ricky,Watts,ambersmith@example.net,08-06-2024,F,65,LM198,Gold,17,1466,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Mobile Order,Credit Card,4.25,2,8.5,Saturday,Morning
1027,100283,17-11-2024,13:11:58,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP004,Ashley,Harmon,Morning,CUS173,Luis,Davis,donnaromero@example.com,25-04-2022,F,53,LM173,Silver,6,1931,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Take-Out,Credit Card,4.25,1,4.25,Sunday,Afternoon
1028,100284,26-10-2024,07:08:17,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP041,Jessica,Tyler,Morning,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Bronze,6,1567,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Drive-Thru,Mobile Payment,3,2,6,Saturday,Morning
1029,100284,26-10-2024,07:08:17,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP041,Jessica,Tyler,Afternoon,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Gold,9,1869,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Drive-Thru,Mobile Payment,4.75,1,4.75,Saturday,Morning
1030,100284,26-10-2024,07:08:17,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP041,Jessica,Tyler,Morning,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Gold,15,1820,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Drive-Thru,Mobile Payment,3.75,2,7.5,Saturday,Morning
1031,100284,26-10-2024,07:08:17,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP041,Jessica,Tyler,Evening,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Silver,11,1253,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Drive-Thru,Mobile Payment,3.75,2,7.5,Saturday,Morning
1032,100284,26-10-2024,07:08:17,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP041,Jessica,Tyler,Evening,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Silver,4,220,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Drive-Thru,Mobile Payment,3,1,3,Saturday,Morning
1033,100284,26-10-2024,07:08:17,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP041,Jessica,Tyler,Morning,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Silver,11,371,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Drive-Thru,Mobile Payment,3.75,2,7.5,Saturday,Morning
1034,100284,26-10-2024,07:08:17,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP041,Jessica,Tyler,Afternoon,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Gold,7,954,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Drive-Thru,Mobile Payment,3.5,1,3.5,Saturday,Morning
1035,100284,26-10-2024,07:08:17,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP041,Jessica,Tyler,Afternoon,CUS125,Jeremy,Maldonado,lwalker@example.net,26-03-2024,M,48,LM125,Bronze,10,763,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Drive-Thru,Mobile Payment,3.5,3,10.5,Saturday,Morning
1036,100285,20-02-2025,04:56:52,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP007,Adam,White,Morning,CUS051,Andrew,Walls,dorothymercado@example.com,04-02-2021,F,61,LM051,Silver,6,1635,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Mobile Order,Mobile Payment,4.25,1,4.25,Thursday,Evening
1037,100285,20-02-2025,04:56:52,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP007,Adam,White,Evening,CUS051,Andrew,Walls,dorothymercado@example.com,04-02-2021,F,61,LM051,Gold,8,487,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Mobile Order,Mobile Payment,4.25,1,4.25,Thursday,Evening
1038,100285,20-02-2025,04:56:52,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP007,Adam,White,Evening,CUS051,Andrew,Walls,dorothymercado@example.com,04-02-2021,F,61,LM051,Gold,7,1302,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Mobile Order,Mobile Payment,3.75,1,3.75,Thursday,Evening
1039,100286,30-07-2025,12:33:26,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP032,Ashley,Berry,Evening,CUS196,Jessica,Moody,vaughnkayla@example.org,20-11-2023,F,70,LM196,Bronze,10,338,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Drive-Thru,Cash,3.5,3,10.5,Wednesday,Afternoon
1040,100287,22-04-2025,19:49:49,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP003,Garrett,Sullivan,Evening,CUS187,Sabrina,Fields,grantmarissa@example.net,19-11-2023,M,66,LM187,Silver,10,1665,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Drive-Thru,Mobile Payment,3.5,2,7,Tuesday,Evening
1041,100288,10-01-2025,13:20:50,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP022,Joshua,Klein,Afternoon,CUS064,Rachel,Taylor,miguel31@example.net,28-11-2023,F,19,LM064,Gold,16,1734,FALSE,NULL,P012,Bagel,Food,Pastry,Take-Out,Cash,2.75,3,8.25,Friday,Afternoon
1042,100288,10-01-2025,13:20:50,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP022,Joshua,Klein,Afternoon,CUS064,Rachel,Taylor,miguel31@example.net,28-11-2023,F,19,NULL,Non-Member,0,0,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Take-Out,Cash,3.75,2,7.5,Friday,Afternoon
1043,100288,10-01-2025,13:20:50,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP022,Joshua,Klein,Evening,CUS064,Rachel,Taylor,miguel31@example.net,28-11-2023,F,19,LM064,Bronze,8,865,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Take-Out,Cash,4,2,8,Friday,Afternoon
1044,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Morning,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,NULL,Non-Member,0,0,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Mobile Payment,3.5,1,3.5,Thursday,Morning
1045,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Afternoon,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,LM159,Gold,16,1331,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Dine-In,Mobile Payment,4,2,8,Thursday,Morning
1046,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Afternoon,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,LM159,Silver,24,1134,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Mobile Payment,5.5,3,16.5,Thursday,Morning
1047,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Afternoon,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,NULL,Non-Member,0,0,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Mobile Payment,5.25,3,15.75,Thursday,Morning
1048,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Evening,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,LM159,Silver,23,86,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Mobile Payment,5.25,3,15.75,Thursday,Morning
1049,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Afternoon,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,NULL,Non-Member,0,0,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Dine-In,Mobile Payment,3.75,1,3.75,Thursday,Morning
1050,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Morning,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,NULL,Non-Member,0,0,FALSE,NULL,P012,Bagel,Food,Pastry,Dine-In,Mobile Payment,2.75,3,8.25,Thursday,Morning
1051,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Morning,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,LM159,Bronze,13,723,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Dine-In,Mobile Payment,4.5,3,13.5,Thursday,Morning
1052,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Morning,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,LM159,Gold,16,128,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Dine-In,Mobile Payment,4,2,8,Thursday,Morning
1053,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Afternoon,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,LM159,Silver,7,1870,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Mobile Payment,5.25,1,5.25,Thursday,Morning
1054,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Afternoon,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,LM159,Bronze,10,1998,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Dine-In,Mobile Payment,3.5,3,10.5,Thursday,Morning
1055,100289,12-12-2024,07:24:31,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP047,Jennifer,Sanchez,Morning,CUS159,Steven,Hull,thompsoneric@example.org,15-12-2022,F,66,LM159,Bronze,9,1434,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Dine-In,Mobile Payment,4.5,2,9,Thursday,Morning
1056,100290,24-11-2024,21:32:35,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP032,Ashley,Berry,Afternoon,CUS053,Cheryl,Reed,kempjenny@example.com,14-07-2024,F,37,NULL,Non-Member,0,0,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Take-Out,Cash,3,1,3,Sunday,Evening
1057,100291,18-11-2024,02:11:22,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP042,Tanya,Anderson,Afternoon,CUS118,Zachary,Kaufman,jacobselizabeth@example.org,09-01-2022,F,39,LM118,Gold,11,1668,TRUE,Free Pastry,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Reward,5.5,1,5.5,Monday,Evening
1058,100291,18-11-2024,02:11:22,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP042,Tanya,Anderson,Morning,CUS118,Zachary,Kaufman,jacobselizabeth@example.org,09-01-2022,F,39,LM118,Bronze,8,1172,TRUE,Free Pastry,P005,Cold Brew,Cold Beverages,Cold Brew,Dine-In,Reward,4,2,8,Monday,Evening
1059,100291,18-11-2024,02:11:22,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP042,Tanya,Anderson,Afternoon,CUS118,Zachary,Kaufman,jacobselizabeth@example.org,09-01-2022,F,39,NULL,Non-Member,0,0,TRUE,50% Off,P003,Latte,Hot Beverages,Espresso,Dine-In,Reward,4.5,3,13.5,Monday,Evening
1060,100291,18-11-2024,02:11:22,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP042,Tanya,Anderson,Afternoon,CUS118,Zachary,Kaufman,jacobselizabeth@example.org,09-01-2022,F,39,LM118,Gold,7,1788,TRUE,Free Beverage,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Reward,3.5,1,3.5,Monday,Evening
